,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
8337,DF-View,BUSINESS,4.25,-0.1523075192844088,15000000.0,100.0,Free,0.0,Everyone,Business,"January 4, 2016",1.0.9,4.0 and up
8338,"MexiRoomies - roomies, mexico, df, apt, house room",LIFESTYLE,4.2,-0.15230632001671016,32000000.0,500.0,Free,0.0,Everyone,Lifestyle,"July 4, 2018",1.9,4.0.3 and up
8339,DF Wall Plus – Droid Firewall,TOOLS,4.2,-0.15230212257976486,6300000.0,500.0,Free,0.0,Everyone,Tools,"August 20, 2017",1.0,4.0.3 and up
8340,Diario Financiero,FINANCE,4.3,-0.152289530268929,24000000.0,10000.0,Free,0.0,Everyone,Finance,"June 18, 2018",v1.1.6(201806181),4.1 and up
8341,Digital FM Brasília DF,FAMILY,4.3,-0.15230452111516218,1400000.0,100.0,Free,0.0,Everyone,Entertainment,"September 22, 2017",1.0,2.3 and up
8342,DF SmartPlus,TOOLS,4.2,-0.1523075192844088,36000000.0,10.0,Free,0.0,Everyone,Tools,"February 23, 2018",1.0.1,4.1 and up
8343,Red Transporte DF,MAPS_AND_NAVIGATION,4.3,-0.14565158355688007,15000000.0,500000.0,Free,0.0,Everyone,Maps & Navigation,"April 28, 2018",2.10.0 Summer,4.0.3 and up
8344,ElejaOnline DF,BUSINESS,4.25,-0.1523075192844088,3000000.0,50.0,Free,0.0,Everyone,Business,"June 18, 2018",1.0.0,4.1 and up
8345,ProconLegis-DF,TOOLS,4.2,-0.15230632001671016,14000000.0,5.0,Free,0.0,Everyone,Tools,"July 31, 2018",1.0,4.4 and up
8347,Periscope - Live Video,SOCIAL,4.0,0.13548015072769995,15000000.0,10000000.0,Free,0.0,Mature 17+,Social,"July 9, 2018",1.23.3.0,4.4 and up
8349,Consultar Infracciones de Transito DF y Mexico,TOOLS,4.2,-0.1523075192844088,2900000.0,10.0,Free,0.0,Everyone,Tools,"July 23, 2018",2.5,4.0 and up
8351,México City D.F News,NEWS_AND_MAGAZINES,4.2,-0.15230632001671016,5700000.0,100.0,Free,0.0,Everyone,News & Magazines,"May 9, 2016",1.1,4.0.3 and up
8352,PDF Reader – PDF Editor 2018,TOOLS,4.1,-0.15131932270071805,36000000.0,500000.0,Free,0.0,Everyone,Tools,"July 31, 2018",9.5.8,4.1 and up
8353,Fix Error Google Playstore,BOOKS_AND_REFERENCE,4.3,-0.15229672587512091,5700000.0,1000.0,Free,0.0,Everyone,Books & Reference,"July 22, 2017",1.0,4.0 and up
8354,df-Vegetable,BUSINESS,4.25,-0.1523075192844088,2900000.0,5.0,Free,0.0,Everyone,Business,"June 11, 2018",1.1,4.0.3 and up
8355,Aproveita DF,LIFESTYLE,4.2,-0.1523075192844088,3300000.0,1.0,Free,0.0,Everyone,Lifestyle,"August 2, 2018",1.0,4.0 and up
8356,EVENTOS DF,EVENTS,4.5,-0.1523075192844088,4500000.0,10.0,Free,0.0,Everyone,Events,"December 1, 2017",1.0.1,4.1 and up
8358,Rádio Sol Nascente DF,COMMUNICATION,4.3,-0.1523003236782169,1600000.0,500.0,Free,0.0,Everyone,Communication,"July 28, 2016",3.1,2.3 and up
8361,DG Coupon,SHOPPING,3.7,-0.15190696387305844,1100000.0,100000.0,Free,0.0,Everyone,Shopping,"July 16, 2018",20.0,4.0 and up
8363,DG - Digital Coupons - Free Coupon and Discount,SHOPPING,3.6,-0.15228473319813438,1100000.0,10000.0,Free,0.0,Everyone,Shopping,"July 1, 2018",20.0,4.0 and up
8365,DG Smart life,TOOLS,2.1,-0.15229912441051824,28000000.0,1000.0,Free,0.0,Everyone,Tools,"September 7, 2017",1.0.5,4.1 and up
8366,Krazy Coupon Lady,SHOPPING,4.7,-0.14612049722705373,32000000.0,1000000.0,Free,0.0,Everyone,Shopping,"June 19, 2018",2.1.8,4.4 and up
8367,DG UPnP Player Free,VIDEO_PLAYERS,3.2,-0.15228413356428505,12000000.0,10000.0,Free,0.0,Everyone,Video Players & Editors,"March 18, 2016",2.0,4.0.3 and up
8369,DG Mobile,GAME,4.3,-0.1522721408872985,1400000.0,1000.0,Free,0.0,Everyone,Board,"April 8, 2017",0.1.10.0,2.3 and up
8370,Go Go Coupons - Free Coupon and Discount,SHOPPING,3.0,-0.1523051207490115,1200000.0,1000.0,Free,0.0,Everyone,Shopping,"July 1, 2018",10.0,4.0 and up
8372,DJ Electro Mix Pad,FAMILY,3.9,-0.12034643548143507,7600000.0,10000000.0,Free,0.0,Everyone,Entertainment,"June 16, 2017",1.6.0,4.0.3 and up
8373,DG Screen Recorder,VIDEO_PLAYERS,3.3,-0.1523003236782169,2900000.0,500.0,Free,0.0,Everyone,Video Players & Editors,"October 20, 2015",1.7,5.0 and up
8375,DG Video Editor,VIDEO_PLAYERS,4.0,-0.15201609723363593,2500000.0,10000.0,Free,0.0,Everyone,Video Players & Editors,"September 6, 2016",1.0.3,4.4 and up
8377,Roland DG Mobile Panel,TOOLS,2.8,-0.15229132917047697,34000000.0,1000.0,Free,0.0,Everyone,Tools,"February 20, 2018",1.42,4.4 and up
8378,Destroy Gunners Σ,GAME,4.4,-0.14583986858556874,21000000.0,1000000.0,Free,0.0,Everyone,Arcade,"January 14, 2017",1.02,4.0.3 and up
8379,DG-App,TOOLS,5.0,-0.15230691965055948,4500000.0,500.0,Free,0.0,Everyone,Tools,"November 29, 2017",1.0.16,4.1 and up
8380,Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,-0.15227274052114784,22000000.0,10000.0,Free,0.0,Everyone,Travel & Local,"October 28, 2016",2.0.1,4.0.3 and up
8381,DG Phone Call Task Switcher,PRODUCTIVITY,4.2,-0.15228173502888775,34000.0,1000.0,Free,0.0,Everyone,Productivity,"June 9, 2015",2.04,4.0 and up
8382,DG Fitness,HEALTH_AND_FITNESS,4.8,-0.15230392148131283,14000000.0,100.0,Free,0.0,Everyone,Health & Fitness,"March 23, 2018",7.7.3,4.1 and up
8383,Sharaf DG,SHOPPING,4.0,-0.14810648453602446,12000000.0,500000.0,Free,0.0,Everyone,Shopping,"May 12, 2018",3.10,4.4 and up
8385,Coupon Mob - Discount Coupons,SHOPPING,3.0,-0.15230632001671016,1300000.0,100.0,Free,0.0,Everyone,Shopping,"May 30, 2018",6.0,3.0 and up
8386,DG Users,PRODUCTIVITY,4.5,-0.15230272221361418,3100000.0,100.0,Free,0.0,Everyone,Productivity,"June 7, 2018",1.2,4.0.3 and up
8387,DG Cars,TRAVEL_AND_LOCAL,2.6,-0.15223436395479092,11000000.0,10000.0,Free,0.0,Everyone,Travel & Local,"June 8, 2018",31.11.9.156,4.1 and up
8388,Free coupons and vouchers,FINANCE,5.0,-0.1523051207490115,5900000.0,100.0,Free,0.0,Everyone,Finance,"July 28, 2018",1.5,4.4 and up
8389,DG Hair,LIFESTYLE,4.2,-0.1523075192844088,3000000.0,10.0,Free,0.0,Everyone,Lifestyle,"August 30, 2017",1.0.0,4.0 and up
8390,DG Xplained,HEALTH_AND_FITNESS,4.5,-0.15230691965055948,12000000.0,100.0,Free,0.0,Everyone,Health & Fitness,"May 2, 2018",1.0.3,4.1 and up
8391,DG OFF - 100% Free Coupons & Deals,SHOPPING,5.0,-0.15230691965055948,1100000.0,10.0,Free,0.0,Everyone,Shopping,"July 11, 2018",1.0,4.0 and up
8392,Digoo·Cloud,TOOLS,4.1,-0.1519819181042243,26000000.0,10000.0,Free,0.0,Everyone,Tools,"June 5, 2018",1.2.1009.695,4.0.3 and up
8393,DG Monitor,BUSINESS,4.25,-0.15230691965055948,4500000.0,100.0,Free,0.0,Everyone,Business,"October 12, 2017",1.0.0.17,4.0 and up
8394,DG ग्राम / Digital Gram Panchayat,NEWS_AND_MAGAZINES,4.5,-0.15227573869039449,5900000.0,10000.0,Free,0.0,Teen,News & Magazines,"June 19, 2018",1.7,4.0 and up
8395,DG TV,NEWS_AND_MAGAZINES,5.0,-0.15230572038286083,5700000.0,100.0,Free,0.0,Everyone,News & Magazines,"May 26, 2018",1.2,4.1 and up
8397,DHgate-Shop Wholesale Prices,SHOPPING,4.5,-0.08990482385265575,37000000.0,5000000.0,Free,0.0,Teen,Shopping,"August 1, 2018",4.5.1,4.1 and up
8399,DEER HUNTER CLASSIC,GAME,4.4,2.210926833679514,77000000.0,50000000.0,Free,0.0,Teen,Action,"July 16, 2018",3.12.0,3.0 and up
8400,DEER HUNTER RELOADED,GAME,4.3,0.03644162600362055,43000000.0,5000000.0,Free,0.0,Teen,Action,"September 16, 2013",3.8.2,2.1 and up
8401,DH Pineapple Poker OFC,GAME,4.2,-0.15118140691537288,20000000.0,100000.0,Free,0.0,Teen,Casino,"November 9, 2017",1.0.13,3.0 and up
8402,DH UFO,FAMILY,3.0,-0.1523051207490115,8000000.0,1000.0,Free,0.0,Everyone,Entertainment,"June 8, 2017",1,4.1 and up
8403,Galaxy Defense,FAMILY,4.1,-0.10545093103030526,17000000.0,5000000.0,Free,0.0,Everyone,Strategy,"August 22, 2015",1.2.3,3.0 and up
8404,Call of Mini™ Dino Hunter,GAME,4.2,0.043198300217836196,10000000.0,10000000.0,Free,0.0,Teen,Action,"June 6, 2014",3.1.7,3.0 and up
8405,Castle Defense 2,FAMILY,4.2,-0.13121719753588265,34000000.0,1000000.0,Free,0.0,Teen,Strategy,"January 20, 2017",3.2.2,2.3.3 and up
8406,Dungeon Rush,FAMILY,4.0,-0.13513820327663134,81000000.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"December 23, 2016",1.14.0,2.3 and up
8408,Treasure Defense,FAMILY,4.1,-0.1501926106978328,35000000.0,100000.0,Free,0.0,Teen,Strategy,"September 8, 2015",2.2.0.23,3.0 and up
8409,Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,-0.15221697457316044,100000000.0,10000.0,Free,0.0,Everyone,Racing,"May 20, 2018",1.03,4.1 and up
8410,The Lost Lands:DH Lite,FAMILY,4.3,-0.1516299330346694,48000000.0,50000.0,Free,0.0,Teen,Simulation,"April 3, 2015",1.01,4.2 and up
8411,DH-UFO,FAMILY,5.0,-0.15230691965055948,59000000.0,100.0,Free,0.0,Everyone,Entertainment,"May 24, 2018",1.0.9,4.4 and up
8413,Daddyhunt: Gay Dating,SOCIAL,3.9,-0.14843988095625021,14000000.0,500000.0,Free,0.0,Mature 17+,Social,"January 22, 2018",1.3.5,4.0 and up
8414,DH Karaoke,FAMILY,4.3,-0.15230272221361418,10000000.0,1000.0,Free,0.0,Everyone,Entertainment,"October 23, 2017",3.3.6,4.1 and up
8415,Tiny Defense,FAMILY,4.1,-0.13468607935423885,16000000.0,1000000.0,Free,0.0,Everyone,Strategy,"August 22, 2015",1.0.6,3.0 and up
8416,Toys Defense: Horror Land,FAMILY,3.8,-0.15220678079772187,24000000.0,10000.0,Free,0.0,Everyone,Strategy,"March 1, 2017",1.2.2,4.0.3 and up
8417,D-H Pharmacy,LIFESTYLE,5.0,-0.15230392148131283,2300000.0,1000.0,Free,0.0,Everyone,Lifestyle,"May 4, 2016",v6.1,2.2 and up
8418,DEER HUNTER CHALLENGE,GAME,3.7,-0.1290615138475524,4099999.9999999995,5000000.0,Free,0.0,Everyone 10+,Action,"April 11, 2011",1.4.3,2.0 and up
8419,Kingdom in Chaos,FAMILY,4.3,-0.1489357781496436,28000000.0,100000.0,Free,0.0,Everyone 10+,Role Playing,"December 21, 2015",1.0.5,2.3 and up
8420,Desperate Housewives: The Game,FAMILY,4.2,-0.14604734189743585,27000000.0,500000.0,Free,0.0,Teen,Role Playing,"August 6, 2018",18.30.22,4.4 and up
8421,Dinosaur War,FAMILY,4.3,-0.05756716999230471,27000000.0,10000000.0,Free,0.0,Everyone,Simulation,"August 4, 2016",1.4.4,2.3.3 and up
8422,DH News,NEWS_AND_MAGAZINES,2.5,-0.15225894894261333,6700000.0,10000.0,Free,0.0,Mature 17+,News & Magazines,"November 27, 2017",3.4.5,4.0.3 and up
8423,Bike Unchained,SPORTS,4.3,-0.10221110934239196,23000000.0,5000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",1.193,4.0 and up
8425,DH Mariage,LIFESTYLE,4.2,-0.1523075192844088,4900000.0,50.0,Free,0.0,Everyone,Lifestyle,"September 12, 2017",1.0,4.3 and up
8426,Bike 3D Configurator,SPORTS,4.3,-0.13188279110863554,85000000.0,1000000.0,Free,0.0,Everyone,Sports,"April 3, 2018",1.6.7,4.4 and up
8427,Castle Defense : Invasion,FAMILY,4.2,-0.15141766265200768,41000000.0,100000.0,Free,0.0,Everyone,Strategy,"July 15, 2018",1.2.1,4.0.3 and up
8428,Defender,GAME,4.6,-0.060926318816234074,14000000.0,10000000.0,Free,0.0,Everyone 10+,Action,"July 22, 2016",1.1.9,2.3 and up
8429,Avenger Legends,FAMILY,4.0,-0.15007987953415933,94000000.0,100000.0,Free,0.0,Everyone,Role Playing,"July 13, 2017",1.13.299,4.0.3 and up
8430,DrivingTest,FAMILY,2.9,-0.15172287628131506,45000000.0,100000.0,Free,0.0,Everyone,Simulation,"February 27, 2017",5,4.1 and up
8431,D. H. Lawrence Poems FREE,BOOKS_AND_REFERENCE,4.5,-0.15229972404436756,942000.0,1000.0,Free,0.0,Everyone,Books & Reference,"November 22, 2013",1.11,2.3.3 and up
8432,Texas HoldEm Poker Deluxe,GAME,4.5,0.08520145209548773,26000000.0,10000000.0,Free,0.0,Teen,Casino,"May 30, 2018",1.7.0,4.0.3 and up
8433,Idle Heroes,FAMILY,4.7,0.09785792375323085,99000000.0,10000000.0,Free,0.0,Everyone 10+,Role Playing,"May 30, 2018",1.14.0,2.3 and up
8434,Wallpapers DH 4K,PERSONALIZATION,3.8,-0.1522937277058743,5900000.0,1000.0,Free,0.0,Everyone,Personalization,"July 16, 2018",2.0,4.0.3 and up
8435,DH-Security Camera,BUSINESS,4.25,-0.15230572038286083,36000000.0,100.0,Free,0.0,Everyone,Business,"August 1, 2017",DH-Security Camera,5.0 and up
8436,Deck Heroes: Legacy,GAME,4.7,0.12741867325734896,52000000.0,10000000.0,Free,0.0,Teen,Card,"July 16, 2018",11.7.5,2.3.3 and up
8437,Shred! Downhill Mountainbiking,GAME,3.9,-0.12731298154291515,63000000.0,1000000.0,Free,0.0,Everyone,Arcade,"February 2, 2017",1.67,2.3 and up
8438,Pocket Heroes,FAMILY,4.5,-0.09434811067616816,26000000.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"September 5, 2015",2.0.5,3.0 and up
8440,"Free phone calls, free texting SMS on free number",SOCIAL,4.5,0.09527410149648119,35000000.0,10000000.0,Free,0.0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up
8442,Phone Tracker : Family Locator,SOCIAL,4.3,-0.01352466339309236,5400000.0,10000000.0,Free,0.0,Everyone,Social,"August 2, 2018",4.81,4.0 and up
8443,Meme Generator Free,FAMILY,4.4,0.029617792798280296,53000000.0,10000000.0,Free,0.0,Mature 17+,Entertainment,"August 3, 2018",4.426,4.1 and up
8444,Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,-0.128881024058905,4000000.0,500000.0,Free,0.0,Everyone,Health & Fitness,"July 7, 2018",1.2.2,4.1 and up
8445,FIFA Soccer,SPORTS,4.2,2.191680386017668,51000000.0,100000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",10.5.00,4.1 and up
8446,My Photo Keyboard,PHOTOGRAPHY,4.1,-0.025413004089847716,20000000.0,10000000.0,Free,0.0,Everyone,Photography,"March 29, 2018",7.4,4.0 and up
8447,Archery Physics Objects Destruction Apple shooter,GAME,4.5,-0.14869412570836485,39000000.0,100000.0,Free,0.0,Teen,Action,"July 7, 2018",1.04,4.1 and up
8448,Story Saver for Instagram,PHOTOGRAPHY,4.5,-0.12752405265787822,5000000.0,5000000.0,Free,0.0,Everyone,Photography,"July 31, 2018",1.4.4,4.0.3 and up
8450,Whoscall - Caller ID & Block,COMMUNICATION,4.4,0.17907113303836913,29000000.0,10000000.0,Free,0.0,Everyone,Communication,"August 1, 2018",6.19.1,4.1 and up
8451,Cooking in the Kitchen,FAMILY,4.1,-0.021745643467364323,87000000.0,10000000.0,Free,0.0,Everyone,Casual;Pretend Play,"August 2, 2018",1.1.64,4.1 and up
8452,Automatic Call Recorder,TOOLS,4.3,0.8361978758387454,7100000.0,100000000.0,Free,0.0,Everyone,Tools,"August 2, 2018",5.42.1,2.3 and up
8453,Fancy Pants Adventures,GAME,4.7,-0.11875680614686944,61000000.0,1000000.0,Free,0.0,Everyone 10+,Arcade,"July 13, 2017",1.0.10,4.1 and up
8455,Shopee: No.1 Belanja Online,SHOPPING,4.2,0.21298102685165532,30000000.0,10000000.0,Free,0.0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
8456,Lep's World 3 🍀🍀🍀,GAME,4.3,0.31001077818048955,52000000.0,50000000.0,Free,0.0,Everyone 10+,Action,"June 11, 2018",2.0.1.3,4.1 and up
8457,Robbery Bob,GAME,4.5,0.2181054977280031,44000000.0,10000000.0,Free,0.0,Everyone 10+,Action,"July 29, 2018",1.18.4,4.1 and up
8459,Video Downloader - for Instagram Repost App,VIDEO_PLAYERS,4.8,0.047144490580256604,4600000.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,"July 27, 2018",1.1.58,4.1 and up
8460,Nyan Cat: Lost In Space,GAME,4.5,0.07034732237996145,90000000.0,10000000.0,Free,0.0,Everyone 10+,Arcade,"June 8, 2018",10.1.6,4.1 and up
8462,"Quik – Free Video Editor for photos, clips, music",VIDEO_PLAYERS,4.7,0.26543639635692423,91000000.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,"July 5, 2018",4.7.4.3869-7b2372c3e,5.0 and up
8463,Euro Truck Driver (Simulator),FAMILY,4.4,0.36342436257698296,30000000.0,10000000.0,Free,0.0,Everyone,Simulation,"February 15, 2018",1.6.0,4.1 and up
8464,DJ Mix Effects Simulator,FAMILY,4.1,-0.1487115150899953,20000000.0,1000000.0,Free,0.0,Everyone,Simulation,"January 26, 2018",1.1,4.1 and up
8465,3D DJ – Music Mixer with Virtual DJ,FAMILY,4.3,-0.15183021074034458,28000000.0,100000.0,Free,0.0,Everyone,Entertainment,"July 3, 2018",6.6.8,5.0 and up
8466,Virtual DJ Mixer,TOOLS,4.2,-0.15110045634571373,16000000.0,100000.0,Free,0.0,Everyone,Tools,"May 18, 2017",1.0,4.1 and up
8467,Mix Virtual DJ 2018,TOOLS,4.2,-0.1505535902751276,16000000.0,100000.0,Free,0.0,Everyone,Tools,"November 23, 2017",1.0,4.1 and up
8468,Resources For Virtual DJ,FAMILY,3.6,-0.1396582432328576,7900000.0,1000000.0,Free,0.0,Everyone,Entertainment,"December 16, 2016",4,4.0.3 and up
8469,DK 15 Minute Language Course,FAMILY,2.8,-0.15229492697357294,57000000.0,1000.0,Free,0.0,Everyone,Education,"April 6, 2018",1.0.0.5,4.0.3 and up
8470,DK Readers,FAMILY,3.9,-0.152289530268929,16000000.0,1000.0,Free,0.0,Everyone,Education,"July 2, 2014",1.1,2.3 and up
8471,Eyewitness Travel Phrase Book,FAMILY,3.8,-0.15230152294591554,25000000.0,1000.0,Free,0.0,Everyone,Education,"July 28, 2017",1.0,4.1 and up
8472,DK Quiz,GAME,4.4,-0.15133131537770458,34000000.0,50000.0,Free,0.0,Everyone,Trivia,"April 10, 2014",1.3,2.3 and up
8473,DK Virtual Reality,FAMILY,3.7,-0.15228233466273708,29000000.0,1000.0,Free,0.0,Everyone,Books & Reference;Education,"March 13, 2018",1.7.1,5.0 and up
8474,Bilingual Dictionary Audio App,BOOKS_AND_REFERENCE,2.7,-0.15226674418265457,87000000.0,5000.0,Free,0.0,Everyone,Books & Reference,"May 2, 2018",1.0.0.22,4.1 and up
8475,Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,-0.15226794345035324,38000000.0,10000.0,Free,0.0,Everyone,Arcade,"July 17, 2018",1.2,4.1 and up
8476,English for Everyone,FAMILY,3.2,-0.15205027636304755,18000000.0,10000.0,Free,0.0,Everyone,Education,"July 6, 2018",3.9.1,4.4 and up
8477,DK Live - Sports Play by Play,SPORTS,3.9,-0.15215461265283045,19000000.0,100000.0,Free,0.0,Everyone,Sports,"May 22, 2018",2.1.4,4.4 and up
8478,DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,2.3,-0.15230212257976486,70000000.0,1000.0,Free,0.0,Everyone,Travel & Local,"April 6, 2018",1.0.1.8,4.2 and up
8479,DK Pittsburgh Sports,SPORTS,4.1,-0.15197412286418305,3300000.0,10000.0,Free,0.0,Everyone,Sports,"July 26, 2018",3.0.5,4.2 and up
8480,LineStar For DK,SPORTS,4.3,-0.15147582713539237,14000000.0,50000.0,Free,0.0,Everyone,Sports,"June 6, 2018",3.0.3,4.0.3 and up
8481,Visuelles Wörterbuch Audio-App,FAMILY,3.1,-0.15219238958533804,66000000.0,10000.0,Free,0.0,Everyone,Education,"July 7, 2017",1.1.6,4.1 and up
8483,10 Minutes a Day Times Tables,FAMILY,4.1,-0.15189916863301717,48000000.0,100000.0,Free,0.0,Everyone,Education,"July 3, 2014",1.2,2.2 and up
8484,dk Verk,BUSINESS,4.4,-0.15230212257976486,31000000.0,500.0,Free,0.0,Everyone,Business,"March 14, 2018",2.0.14,4.1 and up
8485,e-Boks.dk,PRODUCTIVITY,3.2,-0.1482587915337535,3300000.0,1000000.0,Free,0.0,Everyone,Productivity,"March 21, 2018",3.5.2,4.0.3 and up
8486,Account Class-11 Solutions (D K Goel),FAMILY,4.5,-0.15190996204230506,25000000.0,50000.0,Free,0.0,Everyone,Education,"February 9, 2018",3.0.0,3.0 and up
8487,Dating.dk,SOCIAL,3.7,-0.15104169222847968,11000000.0,100000.0,Free,0.0,Mature 17+,Social,"August 6, 2018",4.1.23,4.4 and up
8488,S-Home DK,LIFESTYLE,4.2,-0.1523051207490115,17000000.0,1000.0,Free,0.0,Everyone,Lifestyle,"October 18, 2017",1.26,4.0 and up
8490,DK Online,FAMILY,4.3,-0.15229492697357294,3500000.0,100.0,Free,0.0,Everyone,Entertainment,"May 18, 2018",8.2,4.0.3 and up
8491,Account Class-12 Solutions (D K Goel) Vol-1,FAMILY,4.4,-0.15188297851908536,33000000.0,50000.0,Free,0.0,Everyone,Education,"February 12, 2018",1.0.0,3.0 and up
8492,Salah Widget (DK+Malmo),LIFESTYLE,4.5,-0.15198851407656688,6400000.0,10000.0,Free,0.0,Everyone,Lifestyle,"June 28, 2015",0.9.9.14,2.3 and up
8493,PK and DK Audio App,FAMILY,5.0,-0.15230632001671016,3900000.0,100.0,Free,0.0,Everyone,Entertainment,"October 25, 2017",5.1.4,4.1 and up
8494,dk,FAMILY,4.8,-0.15230452111516218,1500000.0,10.0,Free,0.0,Everyone,Education,"September 18, 2017",1.0,2.3 and up
8495,HDWallpaper DK,PERSONALIZATION,4.4,-0.1523075192844088,6600000.0,10.0,Free,0.0,Teen,Personalization,"October 5, 2017",1.0,4.0 and up
8496,Account Class-12 Solutions (D K Goel) Vol-2,FAMILY,4.6,-0.15223316468709228,23000000.0,10000.0,Free,0.0,Everyone,Education,"April 17, 2018",1.0.0,3.0 and up
8497,DK Browser,COMMUNICATION,4.0,-0.15230691965055948,2400000.0,10.0,Free,0.0,Everyone,Communication,"April 25, 2017",1.0,4.2 and up
8498,Discovery K!ds Play!,FAMILY,4.1,-0.14068181821365863,35000000.0,1000000.0,Free,0.0,Everyone,Entertainment;Music & Video,"May 3, 2018",2.1.0.2173,4.0.3 and up
8499,cluster.dk,COMMUNICATION,4.3,-0.15227813722579178,1100000.0,1000.0,Free,0.0,Everyone,Communication,"June 25, 2013",1.0.2,2.3 and up
8500,Transport DK,MAPS_AND_NAVIGATION,4.1,-0.15218519397914612,11000000.0,10000.0,Free,0.0,Everyone,Maps & Navigation,"May 29, 2017",2.28,4.0 and up
8501,DK Childcare Centers,LIFESTYLE,4.2,-0.1523075192844088,13000000.0,500.0,Free,0.0,Everyone,Lifestyle,"April 2, 2018",1.0.2,4.1 and up
8502,Gokarting.dk,FAMILY,4.3,-0.15229972404436756,34000000.0,1000.0,Free,0.0,Everyone,Entertainment,"March 25, 2018",5.0.45,4.1 and up
8503,DK Murali,SOCIAL,4.8,-0.15226854308420257,7100000.0,500.0,Free,0.0,Teen,Social,"February 25, 2017",1.1.2,4.1 and up
8504,DK TEL Dialer,COMMUNICATION,4.3,-0.1523075192844088,4200000.0,50.0,Free,0.0,Everyone,Communication,"November 26, 2017",3.8.8,2.2 and up
8505,DK Studio Barbershop,BEAUTY,4.3,-0.15230272221361418,17000000.0,100.0,Free,0.0,Everyone,Beauty,"March 20, 2018",1.1,4.1 and up
8506,Dr. D.K. Olukoya Sermons,LIFESTYLE,4.2,-0.15230691965055948,3000000.0,100.0,Free,0.0,Everyone,Lifestyle,"September 26, 2017",1.0,4.0 and up
8507,GirlTalk.dk,SOCIAL,4.3,-0.15230572038286083,5300000.0,100.0,Free,0.0,Teen,Social,"September 22, 2017",3.1.0,4.1 and up
8508,NY mobilbank DK - Danske Bank,FINANCE,2.8,-0.15179723087863162,30000000.0,100000.0,Free,0.0,Everyone,Finance,"June 26, 2018",0.38.1,4.3 and up
8509,Dr D K Olukoya,LIFESTYLE,4.2,-0.1523075192844088,3300000.0,1.0,Free,0.0,Teen,Lifestyle,"July 25, 2018",1.0,4.1 and up
8510,DK Hair Design,LIFESTYLE,4.2,-0.1523075192844088,2500000.0,10.0,Free,0.0,Everyone,Lifestyle,"May 15, 2017",1.0.0,4.0 and up
8513,GetThemAll Any File Downloader,TOOLS,4.2,-0.09762930709968502,6300000.0,5000000.0,Free,0.0,Everyone,Tools,"May 22, 2018",2.0.9,4.0 and up
8515,Download All Files,TOOLS,3.8,-0.08005523824361188,2300000.0,10000000.0,Free,0.0,Everyone,Tools,"June 13, 2018",2.0.7,4.1 and up
8516,Download Manager Pro FREE,PRODUCTIVITY,3.8,-0.15192555252238757,7200000.0,100000.0,Free,0.0,Everyone,Productivity,"October 31, 2017",2.5,4.1 and up
8518,Download Manager,TOOLS,3.8,-0.10485729351947162,2200000.0,10000000.0,Free,0.0,Everyone,Tools,"January 3, 2018",1.1.6,2.3 and up
8519,Download Video Free,FAMILY,4.0,-0.12851284887541828,6200000.0,1000000.0,Free,0.0,Everyone,Entertainment,"April 3, 2018",3.5.5,4.1 and up
8520,Fast Download Manager,TOOLS,4.0,-0.14122748501654614,1700000.0,1000000.0,Free,0.0,Everyone,Tools,"August 4, 2018",1.0.5,2.3 and up
8521,DL Hughley,FAMILY,4.6,-0.1523003236782169,10000000.0,1000.0,Free,0.0,Mature 17+,Entertainment,"March 23, 2018",2.0.4,4.1 and up
8522,Turbo Download Manager (and Browser),TOOLS,4.0,-0.13259215795238927,3200000.0,5000000.0,Free,0.0,Everyone,Tools,"August 4, 2018",5.19,4.0.3 and up
8523,D.L. Evans Bank Mobile Banking,FINANCE,4.3,-0.15225655040721603,30000000.0,10000.0,Free,0.0,Everyone,Finance,"May 2, 2018",18.1.79,5.0 and up
8524,The DL Hughley Show,FAMILY,4.3,-0.1522937277058743,11000000.0,5000.0,Free,0.0,Everyone,Entertainment,"May 29, 2018",3.1.2,5.0 and up
8525,Download Blazer,TOOLS,3.9,-0.13155299249150573,2400000.0,5000000.0,Free,0.0,Everyone,Tools,"June 12, 2018",2.0.7,4.1 and up
8527,Download Manager For Android Free,TOOLS,4.0,-0.15195193641175794,3300000.0,100000.0,Free,0.0,Everyone,Tools,"April 12, 2018",12.04.18,3.0 and up
8528,FrostWire: Torrent Downloader & Music Player,VIDEO_PLAYERS,4.1,-0.0004760311978894308,13000000.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,"August 2, 2018",2.0.7,4.4 and up
